"項目","単位","1980_S55","1981_S56","1982_S57","1983_S58","1984_S59","1985_S60","1986_S61","1987_S62","1988_S63","1989_H1","1990_H2","1991_H3","1992_H4","1993_H5","1994_H6","1995_H7","1996_H8","1997_H9","1998_H10","1999_H11","2000_H12","2001_H13","2002_H14","2003_H15","2004_H16","2005_H17","有効数字(少数桁)"
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成32年は「すべての事業体」）_事業体数_地方公共団体・財産区","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","2.0",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成33年は「すべての事業体」）_事業体数_法人化していない事業体","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","16.0",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成34年は「すべての事業体」）_事業体数_法人化していない事業体_個人事業体","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","1.0",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成12年は「すべての事業体」）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成13年は「すべての事業体」）_事業体数","事業体","…","","","","","…","","","","","…","","","","","131.0","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成14年は「すべての事業体」）_事業体数_100万円未満","事業体","…","","","","","…","","","","","…","","","","","29.0","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成15年は「すべての事業体」）_事業体数_100～300","事業体","…","","","","","…","","","","","…","","","","","12.0","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成16年は「すべての事業体」）_事業体数_300～500","事業体","…","","","","","…","","","","","…","","","","","8.0","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成17年は「すべての事業体」）_事業体数_500～1000","事業体","…","","","","","…","","","","","…","","","","","14.0","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成18年は「すべての事業体」）_事業体数_1000～3000","事業体","…","","","","","…","","","","","…","","","","","17.0","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成19年は「すべての事業体」）_事業体数_3000～5000","事業体","…","","","","","…","","","","","…","","","","","9.0","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成20年は「すべての事業体」）_事業体数_5000万円以上","事業体","…","","","","","…","","","","","…","","","","","42.0","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成21年は「すべての事業体」）_事業体数","事業体","…","","","","","…","","","","","…","","","","","…","","","","","133.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成22年は「すべての事業体」）_事業体数_15万円未満","事業体","…","","","","","…","","","","","…","","","","","…","","","","","2.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成23年は「すべての事業体」）_事業体数_15～50","事業体","…","","","","","…","","","","","…","","","","","…","","","","","2.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成24年は「すべての事業体」）_事業体数_50～100","事業体","…","","","","","…","","","","","…","","","","","…","","","","","13.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成25年は「すべての事業体」）_事業体数_100～200","事業体","…","","","","","…","","","","","…","","","","","…","","","","","9.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成26年は「すべての事業体」）_事業体数_200～300","事業体","…","","","","","…","","","","","…","","","","","…","","","","","10.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成27年は「すべての事業体」）_事業体数_300～500","事業体","…","","","","","…","","","","","…","","","","","…","","","","","3.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成28年は「すべての事業体」）_事業体数_500～700","事業体","…","","","","","…","","","","","…","","","","","…","","","","","6.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成29年は「すべての事業体」）_事業体数_700～1000","事業体","…","","","","","…","","","","","…","","","","","…","","","","","13.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成30年は「すべての事業体」）_事業体数_1000～1500","事業体","…","","","","","…","","","","","…","","","","","…","","","","","11.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成31年は「すべての事業体」）_事業体数_1500～2000","事業体","…","","","","","…","","","","","…","","","","","…","","","","","7.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成32年は「すべての事業体」）_事業体数_2000～3000","事業体","…","","","","","…","","","","","…","","","","","…","","","","","15.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成33年は「すべての事業体」）_事業体数_3000～5000","事業体","…","","","","","…","","","","","…","","","","","…","","","","","5.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成34年は「すべての事業体」）_事業体数_5000～1億円","事業体","…","","","","","…","","","","","…","","","","","…","","","","","26.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成35年は「すべての事業体」）_事業体数_1億円以上","事業体","…","","","","","…","","","","","…","","","","","…","","","","","11.0","","","","","…",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成36年は「すべての事業体」）_事業体数","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","64.0",""
"農業編（農業サービス事業体）_32_受託料金収入規模別事業体数（平成37年は「すべての事業体」）_事業体数_収入なし","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
